solid_SIDIS_hgc_chamber  |                root  |       solid_SIDIS_hgc_chamber  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | CCCC33   |            Polycone  |0*deg 360*deg 2*counts 80*cm 94*cm 265*cm 265*cm 306*cm 406*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_backend_21  |solid_SIDIS_hgc_pmt_21  |solid_SIDIS_hgc_pmt_backend_21  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_22  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_22  |244.245123158345*cm -51.9164235739307*cm 334.999154762787*cm  |      ordered: zxy -348*deg 0*deg 65*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_22  |solid_SIDIS_hgc_pmt_22  |solid_SIDIS_hgc_pmt_surface_22  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2420000 
solid_SIDIS_hgc_pmt_backend_22  |solid_SIDIS_hgc_pmt_22  |solid_SIDIS_hgc_pmt_backend_22  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_23  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_23  |249.701812614698*cm -0.000526166562284401*cm 334.999154762787*cm  |      ordered: zxy -360*deg 0*deg 65*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_23  |solid_SIDIS_hgc_pmt_23  |solid_SIDIS_hgc_pmt_surface_23  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2430000 
solid_SIDIS_hgc_pmt_backend_23  |solid_SIDIS_hgc_pmt_23  |solid_SIDIS_hgc_pmt_backend_23  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_24  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_24  |244.245341950631*cm 51.9153942367944*cm 334.999154762787*cm  |      ordered: zxy -372*deg 0*deg 65*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_24  |solid_SIDIS_hgc_pmt_24  |solid_SIDIS_hgc_pmt_surface_24  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2440000 
solid_SIDIS_hgc_pmt_backend_24  |solid_SIDIS_hgc_pmt_24  |solid_SIDIS_hgc_pmt_backend_24  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_25  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_25  |228.114184957848*cm 101.562364310602*cm 334.999154762787*cm  |      ordered: zxy -384*deg 0*deg 65*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_25  |solid_SIDIS_hgc_pmt_25  |solid_SIDIS_hgc_pmt_surface_25  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2450000 
solid_SIDIS_hgc_pmt_backend_25  |solid_SIDIS_hgc_pmt_25  |solid_SIDIS_hgc_pmt_backend_25  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_26  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_26  |202.013350131665*cm 146.77057468009*cm 334.999154762787*cm  |      ordered: zxy -396*deg 0*deg 65*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_26  |solid_SIDIS_hgc_pmt_26  |solid_SIDIS_hgc_pmt_surface_26  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2460000 
solid_SIDIS_hgc_pmt_backend_26  |solid_SIDIS_hgc_pmt_26  |solid_SIDIS_hgc_pmt_backend_26  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_27  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_27  |167.08356843736*cm 185.56421093945*cm 334.999154762787*cm  |      ordered: zxy -408*deg 0*deg 65*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_27  |solid_SIDIS_hgc_pmt_27  |solid_SIDIS_hgc_pmt_surface_27  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2470000 
solid_SIDIS_hgc_pmt_backend_27  |solid_SIDIS_hgc_pmt_27  |solid_SIDIS_hgc_pmt_backend_27  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_28  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_28  |124.85143792646*cm 216.247806164682*cm 334.999154762787*cm  |      ordered: zxy -420*deg 0*deg 65*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_28  |solid_SIDIS_hgc_pmt_28  |solid_SIDIS_hgc_pmt_surface_28  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2480000 
solid_SIDIS_hgc_pmt_backend_28  |solid_SIDIS_hgc_pmt_28  |solid_SIDIS_hgc_pmt_backend_28  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_29  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_29  |77.1627041210602*cm 237.480340904397*cm 334.999154762787*cm  |      ordered: zxy -432*deg 0*deg 65*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_29  |solid_SIDIS_hgc_pmt_29  |solid_SIDIS_hgc_pmt_surface_29  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2490000 
solid_SIDIS_hgc_pmt_backend_29  |solid_SIDIS_hgc_pmt_29  |solid_SIDIS_hgc_pmt_backend_29  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_30  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_30  |26.1015921315378*cm 248.333852125604*cm 334.999154762787*cm  |      ordered: zxy -444*deg 0*deg 65*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_30  |solid_SIDIS_hgc_pmt_30  |solid_SIDIS_hgc_pmt_surface_30  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2500000 
solid_SIDIS_hgc_pmt_backend_30  |solid_SIDIS_hgc_pmt_30  |solid_SIDIS_hgc_pmt_backend_30  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_cons_1  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_1  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_1  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_1  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_1  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_1  |                                  0*cm 0*cm 356*cm  |                     0*deg 0*deg -96*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_1 * solid_SIDIS_hgc_mirror_sphere_1  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_2  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_2  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_2  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_2  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_2  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_2  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -108*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_2 * solid_SIDIS_hgc_mirror_sphere_2  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_3  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_3  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_3  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_3  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_3  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_3  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -120*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_3 * solid_SIDIS_hgc_mirror_sphere_3  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_4  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_4  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_4  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_4  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_4  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_4  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -132*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_4 * solid_SIDIS_hgc_mirror_sphere_4  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_5  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_5  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_5  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_5  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_5  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_5  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -144*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_5 * solid_SIDIS_hgc_mirror_sphere_5  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_6  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_6  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_6  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_6  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_6  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_6  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -156*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_6 * solid_SIDIS_hgc_mirror_sphere_6  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_7  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_7  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_7  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_7  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_7  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_7  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -168*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_7 * solid_SIDIS_hgc_mirror_sphere_7  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_8  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_8  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_8  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_8  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_8  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_8  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -180*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_8 * solid_SIDIS_hgc_mirror_sphere_8  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_9  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_9  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_9  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_9  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_9  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_9  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -192*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_9 * solid_SIDIS_hgc_mirror_sphere_9  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_10  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_10  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_10  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_10  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_10  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_mirror_10  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -204*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_10 * solid_SIDIS_hgc_mirror_sphere_10  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_11  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_11  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_11  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_11  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_11  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_mirror_11  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -216*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_11 * solid_SIDIS_hgc_mirror_sphere_11  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_12  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_12  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_12  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_12  |           234.568109*cm 0.000000*cm 175.718769*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |228.451568071521*cm 228.751568071521*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_12  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_mirror_12  |                                  0*cm 0*cm 356*cm  |                    0*deg 0*deg -228*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_12 * solid_SIDIS_hgc_mirror_sphere_12  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                        id manual 888888 
solid_SIDIS_hgc_mirror_cons_13  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_13  |                                  0*cm 0*cm 356*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |84.0355096310488*cm 181.92483680982*cm 96.8458007333428*cm 209.657281445463*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
