solid_SIDIS_ec_forwardangle_shower  |                root  |solid_SIDIS_ec_forwardangle_shower  |                                  0*cm 0*cm 440*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                       105*cm 235*cm 21.728*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_98  |solid_SIDIS_ec_forwardangle_layer_98  |solid_SIDIS_ec_forwardangle_lead_98  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_99  |solid_SIDIS_ec_forwardangle_layer_99  |solid_SIDIS_ec_forwardangle_lead_99  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_100  |solid_SIDIS_ec_forwardangle_layer_100  |solid_SIDIS_ec_forwardangle_lead_100  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_101  |solid_SIDIS_ec_forwardangle_layer_101  |solid_SIDIS_ec_forwardangle_lead_101  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_102  |solid_SIDIS_ec_forwardangle_layer_102  |solid_SIDIS_ec_forwardangle_lead_102  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_103  |solid_SIDIS_ec_forwardangle_layer_103  |solid_SIDIS_ec_forwardangle_lead_103  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_104  |solid_SIDIS_ec_forwardangle_layer_104  |solid_SIDIS_ec_forwardangle_lead_104  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_105  |solid_SIDIS_ec_forwardangle_layer_105  |solid_SIDIS_ec_forwardangle_lead_105  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_106  |solid_SIDIS_ec_forwardangle_layer_106  |solid_SIDIS_ec_forwardangle_lead_106  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_107  |solid_SIDIS_ec_forwardangle_layer_107  |solid_SIDIS_ec_forwardangle_lead_107  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_108  |solid_SIDIS_ec_forwardangle_layer_108  |solid_SIDIS_ec_forwardangle_lead_108  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_109  |solid_SIDIS_ec_forwardangle_layer_109  |solid_SIDIS_ec_forwardangle_lead_109  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_110  |solid_SIDIS_ec_forwardangle_layer_110  |solid_SIDIS_ec_forwardangle_lead_110  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_111  |solid_SIDIS_ec_forwardangle_layer_111  |solid_SIDIS_ec_forwardangle_lead_111  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_112  |solid_SIDIS_ec_forwardangle_layer_112  |solid_SIDIS_ec_forwardangle_lead_112  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_113  |solid_SIDIS_ec_forwardangle_layer_113  |solid_SIDIS_ec_forwardangle_lead_113  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_114  |solid_SIDIS_ec_forwardangle_layer_114  |solid_SIDIS_ec_forwardangle_lead_114  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_115  |solid_SIDIS_ec_forwardangle_layer_115  |solid_SIDIS_ec_forwardangle_lead_115  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_116  |solid_SIDIS_ec_forwardangle_layer_116  |solid_SIDIS_ec_forwardangle_lead_116  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_117  |solid_SIDIS_ec_forwardangle_layer_117  |solid_SIDIS_ec_forwardangle_lead_117  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_118  |solid_SIDIS_ec_forwardangle_layer_118  |solid_SIDIS_ec_forwardangle_lead_118  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_119  |solid_SIDIS_ec_forwardangle_layer_119  |solid_SIDIS_ec_forwardangle_lead_119  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_120  |solid_SIDIS_ec_forwardangle_layer_120  |solid_SIDIS_ec_forwardangle_lead_120  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_121  |solid_SIDIS_ec_forwardangle_layer_121  |solid_SIDIS_ec_forwardangle_lead_121  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_122  |solid_SIDIS_ec_forwardangle_layer_122  |solid_SIDIS_ec_forwardangle_lead_122  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_123  |solid_SIDIS_ec_forwardangle_layer_123  |solid_SIDIS_ec_forwardangle_lead_123  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_124  |solid_SIDIS_ec_forwardangle_layer_124  |solid_SIDIS_ec_forwardangle_lead_124  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_125  |solid_SIDIS_ec_forwardangle_layer_125  |solid_SIDIS_ec_forwardangle_lead_125  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_126  |solid_SIDIS_ec_forwardangle_layer_126  |solid_SIDIS_ec_forwardangle_lead_126  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_127  |solid_SIDIS_ec_forwardangle_layer_127  |solid_SIDIS_ec_forwardangle_lead_127  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_128  |solid_SIDIS_ec_forwardangle_layer_128  |solid_SIDIS_ec_forwardangle_lead_128  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_129  |solid_SIDIS_ec_forwardangle_layer_129  |solid_SIDIS_ec_forwardangle_lead_129  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_130  |solid_SIDIS_ec_forwardangle_layer_130  |solid_SIDIS_ec_forwardangle_lead_130  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_131  |solid_SIDIS_ec_forwardangle_layer_131  |solid_SIDIS_ec_forwardangle_lead_131  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_132  |solid_SIDIS_ec_forwardangle_layer_132  |solid_SIDIS_ec_forwardangle_lead_132  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_133  |solid_SIDIS_ec_forwardangle_layer_133  |solid_SIDIS_ec_forwardangle_lead_133  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_134  |solid_SIDIS_ec_forwardangle_layer_134  |solid_SIDIS_ec_forwardangle_lead_134  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_135  |solid_SIDIS_ec_forwardangle_layer_135  |solid_SIDIS_ec_forwardangle_lead_135  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_136  |solid_SIDIS_ec_forwardangle_layer_136  |solid_SIDIS_ec_forwardangle_lead_136  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_137  |solid_SIDIS_ec_forwardangle_layer_137  |solid_SIDIS_ec_forwardangle_lead_137  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_138  |solid_SIDIS_ec_forwardangle_layer_138  |solid_SIDIS_ec_forwardangle_lead_138  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_139  |solid_SIDIS_ec_forwardangle_layer_139  |solid_SIDIS_ec_forwardangle_lead_139  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_140  |solid_SIDIS_ec_forwardangle_layer_140  |solid_SIDIS_ec_forwardangle_lead_140  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_141  |solid_SIDIS_ec_forwardangle_layer_141  |solid_SIDIS_ec_forwardangle_lead_141  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_142  |solid_SIDIS_ec_forwardangle_layer_142  |solid_SIDIS_ec_forwardangle_lead_142  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_143  |solid_SIDIS_ec_forwardangle_layer_143  |solid_SIDIS_ec_forwardangle_lead_143  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_144  |solid_SIDIS_ec_forwardangle_layer_144  |solid_SIDIS_ec_forwardangle_lead_144  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_145  |solid_SIDIS_ec_forwardangle_layer_145  |solid_SIDIS_ec_forwardangle_lead_145  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_146  |solid_SIDIS_ec_forwardangle_layer_146  |solid_SIDIS_ec_forwardangle_lead_146  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_147  |solid_SIDIS_ec_forwardangle_layer_147  |solid_SIDIS_ec_forwardangle_lead_147  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_148  |solid_SIDIS_ec_forwardangle_layer_148  |solid_SIDIS_ec_forwardangle_lead_148  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_149  |solid_SIDIS_ec_forwardangle_layer_149  |solid_SIDIS_ec_forwardangle_lead_149  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_150  |solid_SIDIS_ec_forwardangle_layer_150  |solid_SIDIS_ec_forwardangle_lead_150  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_151  |solid_SIDIS_ec_forwardangle_layer_151  |solid_SIDIS_ec_forwardangle_lead_151  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_152  |solid_SIDIS_ec_forwardangle_layer_152  |solid_SIDIS_ec_forwardangle_lead_152  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_153  |solid_SIDIS_ec_forwardangle_layer_153  |solid_SIDIS_ec_forwardangle_lead_153  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_154  |solid_SIDIS_ec_forwardangle_layer_154  |solid_SIDIS_ec_forwardangle_lead_154  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_155  |solid_SIDIS_ec_forwardangle_layer_155  |solid_SIDIS_ec_forwardangle_lead_155  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_156  |solid_SIDIS_ec_forwardangle_layer_156  |solid_SIDIS_ec_forwardangle_lead_156  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_157  |solid_SIDIS_ec_forwardangle_layer_157  |solid_SIDIS_ec_forwardangle_lead_157  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_158  |solid_SIDIS_ec_forwardangle_layer_158  |solid_SIDIS_ec_forwardangle_lead_158  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_159  |solid_SIDIS_ec_forwardangle_layer_159  |solid_SIDIS_ec_forwardangle_lead_159  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_160  |solid_SIDIS_ec_forwardangle_layer_160  |solid_SIDIS_ec_forwardangle_lead_160  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_161  |solid_SIDIS_ec_forwardangle_layer_161  |solid_SIDIS_ec_forwardangle_lead_161  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_162  |solid_SIDIS_ec_forwardangle_layer_162  |solid_SIDIS_ec_forwardangle_lead_162  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_163  |solid_SIDIS_ec_forwardangle_layer_163  |solid_SIDIS_ec_forwardangle_lead_163  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_164  |solid_SIDIS_ec_forwardangle_layer_164  |solid_SIDIS_ec_forwardangle_lead_164  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_165  |solid_SIDIS_ec_forwardangle_layer_165  |solid_SIDIS_ec_forwardangle_lead_165  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
